round,winner,results,year,gender,player1,player2,country1,country2,firstServe1,firstServe2,ace1,ace2,double1,double2,firstPointWon1,firstPointWon2,secPointWon1,secPointWon2,fastServe1,fastServe2,avgFirstServe1,avgFirstServe2,avgSecServe1,avgSecServe2,break1,break2,return1,return2,total1,total2,winner1,winner2,error1,error2,net1,net2,FirstandSecondPointWon1,FirstandSecondPointWon2,,,,,,,,
Third,Tommy Haas,4-6 6-3 6-4 6-4,2006,m,Tommy Haas,Peter Luczak,GER,AUS,60,60,18,21,1,2,81,72,62,54,204,207,186,188,149,149,50,100,35,27,123,105,55,48,30,30,75,72,50.22,38.88,,,,,,,,
Third,Sebastien Grosjean,6-2 6-2 3-6 6-4,2006,m,Sebastien Grosjean,Guillermo Coria,FRA,ARG,51,64,7,0,8,23,73,61,40,26,215,201,191,138,141,141,35,55,52,44,128,109,46,23,48,48,63,73,29.2,15.86,,,,,,,,
Third,Nikolay Davydenko,6-2 5-7 6-4 7-5,2006,m,Nikolay Davydenko,Nathan Healey,RUS,AUS,75,62,4,17,2,6,74,70,71,41,212,213,173,191,156,156,28,33,41,26,144,116,47,42,38,61,83,63,52.54,28.7,,,,,,,,
Third,David Nalbandian,2-6 6-3 6-2 7-5,2006,m,David Nalbandian,Jarkko Nieminen,ARG,FIN,65,68,6,3,3,1,63,58,58,45,193,201,176,178,125,125,37,31,46,39,141,121,54,33,52,39,74,48,36.54,26.1,,,,,,,,
Third,David Ferrer,6-3 6-3 6-3,2006,m,David Ferrer,Mario Ancic,ESP,CRO,71,66,0,3,2,5,65,54,58,48,186,207,162,173,148,148,46,50,48,37,94,76,20,24,16,35,42,58,37.7,25.92,,,,,,,,
Third,Thomas Johansson,6-3 6-2 6-1,2006,m,Thomas Johansson,Gilles Simon,SWE,FRA,58,45,9,4,1,2,85,70,53,41,220,202,188,176,133,133,40,0,46,28,89,65,33,20,27,34,60,37,45.05,28.7,,,,,,,,
Third,Marcos Baghdatis,6-2 6-1 6-2,2006,m,Marcos Baghdatis,Denis Gremelmayr,CYP,GER,55,62,5,0,3,4,67,45,60,35,202,197,180,164,127,127,73,67,59,36,82,52,27,13,17,28,74,48,40.2,15.75,,,,,,,,
Third,Tommy Robredo,6-3 6-4 6-4,2006,m,Tommy Robredo,James Blake,ESP,USA,57,52,9,6,6,8,78,70,65,43,209,218,186,193,154,154,31,20,43,28,103,79,24,34,14,46,75,67,50.7,30.1,,,,,,,,
Third,Fabrice Santoro,6-3 6-2 5-7 1-6 6-4,2006,m,Fabrice Santoro,Gaston Gaudio,FRA,ARG,55,60,9,1,5,3,67,63,43,47,194,202,170,180,141,141,62,28,43,44,156,152,62,73,19,37,63,73,28.81,29.61,,,,,,,,
Third,Ivan Ljubicic,7-5 7-6(5) 6-0,2006,m,Ivan Ljubicic,Feliciano Lopez,CRO,ESP,55,56,10,12,4,8,83,70,53,38,225,218,197,199,164,164,29,20,44,30,119,94,38,32,23,41,60,57,43.99,26.6,,,,,,,,
Second,Nathan Healey,6-4 6-7(4) 6-3 6-4,2006,m,Nathan Healey,Amer Delic,AUS,BIH,60,55,10,13,6,6,74,82,63,54,215,222,173,188,159,159,43,0,30,30,134,121,35,41,31,47,63,57,46.62,44.28,,,,,,,,
Second,Juan Ignacio Chela,6-4 6-4 6-7(8) 6-2,2006,m,Juan Ignacio Chela,Lleyton Hewitt,ARG,AUS,64,55,6,8,0,3,63,65,64,43,197,205,183,170,139,139,38,31,45,36,147,128,49,63,34,62,62,72,40.32,27.95,,,,,,,,
Second,Peter Luczak,6-7(4) 6-4 6-1 6-7(1) 6-1,2006,m,Peter Luczak,Olivier Rochus,AUS,BEL,69,59,22,9,3,12,75,73,50,44,207,180,176,160,136,136,50,50,39,33,155,135,60,44,44,46,55,77,37.5,32.12,,,,,,,,
Second,Tommy Haas,6-0 6-1 6-2,2006,m,Tommy Haas,Paul Goldstein,GER,USA,54,60,2,3,0,3,94,66,65,20,205,199,189,175,141,141,78,0,52,19,79,41,30,13,20,27,83,33,61.1,13.2,,,,,,,,
Second,Nicolas Kiefer,4-6 6-1 6-4 6-1,2006,m,Nicolas Kiefer,Boris Pashanski,GER,SRB,51,55,15,4,4,6,79,58,48,40,215,197,191,170,143,143,56,44,50,36,125,95,31,30,34,52,67,66,37.92,23.2,,,,,,,,
Second,Guillermo Coria,7-6(10) 6-4 6-3,2006,m,Guillermo Coria,Federico Luzzi,ARG,ITA,78,56,1,5,9,6,68,65,46,43,194,210,144,183,141,141,28,30,45,37,132,114,47,45,33,49,63,56,31.28,27.95,,,,,,,,
Second,Sebastien Grosjean,6-4 6-3 6-3,2006,m,Sebastien Grosjean,Juan Monaco,FRA,ARG,45,61,3,2,1,4,87,49,49,62,213,209,191,188,148,148,86,33,46,34,90,69,17,15,26,37,77,57,42.63,30.38,,,,,,,,
Second,Nikolay Davydenko,4-6 6-0 6-3 6-2,2006,m,Nikolay Davydenko,Kevin Kim,RUS,USA,79,59,3,0,2,9,67,64,67,37,201,199,162,167,128,128,57,60,47,33,115,86,30,16,38,52,75,50,44.89,23.68,,,,,,,,
Second,Juan Carlos Ferrero,6-3 3-6 5-7 6-3 6-2,2006,m,Juan Carlos Ferrero,Janko Tipsarevic,ESP,SRB,62,50,14,16,2,3,74,67,53,46,197,210,178,188,136,136,35,100,44,34,156,136,55,57,27,55,75,60,39.22,30.82,,,,,,,,
Second,Roger Federer,6-1 6-4 6-0,2006,m,Roger Federer,Florian Mayer,SUI,GER,61,64,9,2,1,5,76,52,62,44,201,201,180,183,139,139,60,0,51,30,87,56,38,20,18,21,80,53,47.12,22.88,,,,,,,,
Second,David Ferrer,6-4 6-4 6-7(5) 6-2,2006,m,David Ferrer,Daniele Bracciali,ESP,ITA,66,51,5,6,2,11,65,52,49,55,197,222,168,183,141,141,69,42,51,41,145,118,23,44,39,84,56,68,31.85,28.6,,,,,,,,
Second,Denis Gremelmayr,2-6 5-7 6-4 6-3 6-3,2006,m,Denis Gremelmayr,Robby Ginepri,GER,USA,50,66,8,7,10,3,67,67,46,45,197,197,168,170,144,144,67,33,41,44,163,168,43,51,58,62,81,63,30.82,30.15,,,,,,,,
Second,Gaston Gaudio,6-3 6-2 6-3,2006,m,Gaston Gaudio,Lars Burgsmuller,ARG,GER,55,50,1,3,1,4,76,71,64,35,194,197,180,172,146,146,55,20,49,30,93,65,28,27,17,39,67,51,48.64,24.85,,,,,,,,
Second,Ivan Ljubicic,7-5 6-2 6-1,2006,m,Ivan Ljubicic,Philipp Kohlschreiber,CRO,GER,52,46,3,3,4,5,70,58,62,49,209,210,191,175,143,143,44,40,49,36,107,82,35,26,22,29,70,61,43.4,28.42,,,,,,,,
Second,Gilles Simon,6-3 6-2 4-6 6-2,2006,m,Gilles Simon,Tomas Berdych,FRA,CZE,49,46,6,3,3,9,73,65,54,45,202,210,173,193,156,156,78,21,49,38,135,106,45,33,38,56,77,58,39.42,29.25,,,,,,,,
Second,Thomas Johansson,6-3 3-6 7-5 4-6 6-3,2006,m,Thomas Johansson,Xavier Malisse,SWE,BEL,53,47,12,16,4,3,75,75,53,54,213,201,183,185,136,136,45,40,36,35,153,148,44,57,57,66,80,67,39.75,40.5,,,,,,,,
Second,Andy Roddick,7-5 6-3 6-2,2006,m,Andy Roddick,Wesley Moodie,USA,RSA,62,72,11,11,1,2,85,62,69,73,226,212,205,191,170,170,44,0,36,22,92,71,30,36,9,25,50,57,58.65,45.26,,,,,,,,
Second,James Blake,2-6 6-1 6-4 6-3,2006,m,James Blake,Jean-Christophe Faurel,USA,FRA,55,61,5,9,3,6,77,64,51,43,209,205,188,165,144,144,47,50,47,36,119,100,41,33,33,27,67,63,39.27,27.52,,,,,,,,
Second,David Nalbandian,6-4 3-6 6-4 6-2,2006,m,David Nalbandian,Stanislas Wawrinka,ARG,SUI,66,55,2,10,3,4,66,65,72,57,196,217,176,188,156,156,33,8,40,34,136,123,26,46,46,52,67,69,47.52,37.05,,,,,,,,
Second,Tommy Robredo,7-6(4) 3-6 7-6(5) 6-3,2006,m,Tommy Robredo,Dmitry Tursunov,ESP,RUS,73,54,5,8,2,5,69,78,65,44,202,217,165,181,141,141,67,33,39,33,154,140,50,40,55,65,83,59,44.85,34.32,,,,,,,,
Second,Feliciano Lopez,6-2 6-4 6-7(6) 6-4,2006,m,Feliciano Lopez,Gilles Muller,ESP,LUX,61,65,17,10,5,4,80,66,50,52,213,201,193,183,156,156,38,67,40,33,138,125,55,43,39,43,64,58,40,34.32,,,,,,,,
Second,Jarkko Nieminen,6-2 7-6(3) 6-2,2006,m,Jarkko Nieminen,Jimmy Wang,FIN,TPE,62,50,4,4,2,2,72,63,70,41,197,196,164,180,139,139,67,20,49,30,107,72,30,28,23,53,67,54,50.4,25.83,,,,,,,,
Second,Marcos Baghdatis,6-4 6-3 3-6 0-6 7-5,2006,m,Marcos Baghdatis,Radek Stepanek,CYP,CZE,51,57,6,11,6,4,72,67,57,54,213,213,186,183,152,152,42,55,39,35,141,137,43,48,46,60,47,59,41.04,36.18,,,,,,,,
First,Florian Mayer,6-4 6-1 4-6 6-4,2006,m,Florian Mayer,Hyung-Taik Lee,GER,KOR,50,63,10,2,3,4,78,51,43,52,199,194,181,173,143,143,64,71,49,39,120,100,45,29,44,47,74,50,33.54,26.52,,,,,,,,
First,Fernando Verdasco,7-6(5) 6-4 6-4,2006,m,Fernando Verdasco,Kenneth Carlsen,ESP,DEN,63,56,3,7,6,5,84,76,54,47,222,213,180,193,149,149,13,0,37,27,116,101,33,32,30,43,67,83,45.36,35.72,,,,,,,,
First,Roger Federer,6-2 6-3 6-2,2006,m,Roger Federer,Denis Istomin,SUI,UZB,69,64,2,8,0,3,83,58,57,37,202,207,176,191,152,152,55,33,49,25,91,59,20,15,19,39,81,57,47.31,21.46,,,,,,,,
First,Juan Carlos Ferrero,7-5 6-0 6-2,2006,m,Juan Carlos Ferrero,Tomas Zib,ESP,CZE,57,63,8,3,0,3,73,54,67,37,185,197,170,175,141,141,67,67,53,30,91,59,31,12,24,28,67,53,48.91,19.98,,,,,,,,
First,Luis Horna,6-4 7-5 6-1,2006,m,Luis Horna,Gael Monfils,PER,FRA,84,51,1,6,2,6,73,70,67,42,217,217,164,181,139,139,55,50,44,28,94,72,27,14,24,42,79,55,48.91,29.4,,,,,,,,
First,Tommy Haas,6-2 7-5 6-2,2006,m,Tommy Haas,Richard Gasquet,GER,FRA,62,50,7,4,1,4,79,64,54,51,205,205,185,188,148,148,60,9,42,31,96,73,28,27,33,35,88,58,42.66,32.64,,,,,,,,
First,Peter Luczak,7-6(4) 7-6(5) 6-4,2006,m,Peter Luczak,Ivo Minar,AUS,CZE,64,53,15,12,2,0,78,81,68,66,202,210,180,194,146,146,50,33,26,25,106,102,35,42,23,36,73,56,53.04,53.46,,,,,,,,
First,Lleyton Hewitt,6-4 2-6 5-7 7-6(4) 6-3,2006,m,Lleyton Hewitt,Robin Vik,AUS,CZE,58,63,11,8,13,13,64,68,36,30,202,194,165,167,138,138,43,31,44,46,173,178,56,66,61,66,63,67,23.04,20.4,,,,,,,,
First,Sebastien Grosjean,6-4 6-2 6-3,2006,m,Sebastien Grosjean,Mark Philippoussis,FRA,AUS,45,59,6,3,1,9,74,58,76,47,205,220,186,196,156,156,67,50,46,25,90,61,28,26,3,36,65,53,56.24,27.26,,,,,,,,
First,Nicolas Kiefer,6-7(5) 4-6 7-6(5) 6-1 6-2,2006,m,Nicolas Kiefer,Paradorn Srichaphan,GER,THA,47,48,11,6,6,13,72,57,53,40,222,205,188,181,154,154,63,54,49,36,174,134,43,43,48,73,71,56,38.16,22.8,,,,,,,,
First,Juan Ignacio Chela,6-1 6-3 6-3,2006,m,Juan Ignacio Chela,Andy Murray,ARG,GBR,64,51,1,7,1,1,70,64,67,45,194,209,183,181,141,141,63,0,45,31,93,68,20,28,22,43,68,69,46.9,28.8,,,,,,,,
First,Guillermo Coria,6-4 1-6 4-6 6-2 6-1,2006,m,Guillermo Coria,Victor Hanescu,ARG,ROU,69,68,2,9,17,7,57,54,24,27,188,201,138,176,143,143,43,42,53,51,156,148,54,54,50,51,69,51,13.68,14.58,,,,,,,,
First,Alex Jr. Bogomolov,4-6 7-6(6) 6-3 6-7(3) 7-5,2006,m,Alex Jr. Bogomolov,Fernando Gonzalez,RUS,CHI,71,55,7,10,10,14,64,71,34,38,189,213,164,175,151,151,69,36,40,43,195,200,53,80,55,85,51,69,21.76,26.98,,,,,,,,
First,Nikolay Davydenko,7-5 4-6 3-6 7-5 6-3,2006,m,Nikolay Davydenko,Ivo Karlovic,RUS,CRO,81,64,5,31,4,4,73,79,55,41,207,225,168,204,173,173,27,22,33,29,165,156,41,64,29,62,75,50,40.15,32.39,,,,,,,,
First,Gaston Gaudio,6-2 5-0 ret.,2006,m,Gaston Gaudio,Razvan Sabau,ARG,ROU,55,51,6,1,2,9,83,57,53,27,202,186,185,167,138,138,45,50,58,31,55,32,19,4,11,21,60,38,43.99,15.39,,,,,,,,
First,Mario Ancic,6-4 4-6 6-3 6-4,2006,m,Mario Ancic,Agustin Calleri,CRO,ARG,57,51,9,6,4,7,78,68,43,50,209,213,178,193,151,151,32,40,41,37,125,115,33,43,36,39,54,64,33.54,34,,,,,,,,
First,Robby Ginepri,6-1 6-4 6-2,2006,m,Robby Ginepri,Jurgen Melzer,USA,AUT,51,52,1,3,4,1,78,46,50,41,202,207,181,180,148,148,57,75,57,36,85,55,23,22,18,29,71,46,39,18.86,,,,,,,,
First,Thomas Johansson,6-1 7-6(3) 6-4,2006,m,Thomas Johansson,Cyril Saulnier,SWE,FRA,54,50,13,10,3,5,82,64,58,47,213,207,185,189,157,157,31,13,43,28,116,90,40,40,23,53,100,50,47.56,30.08,,,,,,,,
First,Guillermo Garcia-Lopez,7-6(4) 6-3 7-6(4),2006,m,Guillermo Garcia-Lopez,Taylor Dent,ESP,USA,64,52,9,13,4,7,79,80,47,43,202,231,183,204,172,172,67,38,38,32,108,94,44,38,12,26,70,58,37.13,34.4,,,,,,,,
First,David Nalbandian,6-2 6-2 1-6 6-7(4) 6-1,2006,m,David Nalbandian,Danai Udomchoke,ARG,THA,62,56,5,10,6,11,66,64,44,38,194,197,167,175,146,146,60,24,44,41,165,150,47,35,61,54,78,50,29.04,24.32,,,,,,,,
First,Dmitry Tursunov,5-7 6-3 6-4 7-5,2006,m,Dmitry Tursunov,Tim Henman,RUS,GBR,56,65,7,5,8,5,73,60,40,43,218,205,194,180,151,151,50,38,46,42,153,140,67,39,41,31,56,56,29.2,25.8,,,,,,,,
First,Jimmy Wang,6-2 7-5 4-1 ret.,2006,m,Jimmy Wang,Mariano Zabaleta,TPE,ARG,61,51,4,3,2,8,72,60,66,42,202,201,181,181,148,148,35,29,49,31,97,70,20,22,18,52,70,63,47.52,25.2,,,,,,,,
First,James Blake,6-2 6-3 4-6 7-6(4),2006,m,James Blake,Jose Acasuso,USA,ARG,55,53,11,11,2,3,70,64,53,53,204,212,186,194,151,151,35,31,41,38,134,123,43,45,40,42,78,63,37.1,33.92,,,,,,,,
First,Ivan Ljubicic,7-6(5) 6-4 7-6(3),2006,m,Ivan Ljubicic,Chris Guccione,CRO,AUS,63,61,13,23,1,5,84,82,66,46,210,222,189,199,156,156,20,33,32,23,117,103,50,45,9,17,75,60,55.44,37.72,,,,,,,,
First,Andrei Pavel,6-4 7-6(5) 4-6 3-6 6-4,2006,m,Andrei Pavel,Carlos Moya,ROU,ESP,68,55,0,8,3,4,70,70,41,47,202,217,175,178,144,144,27,75,39,39,161,166,44,54,55,66,69,60,28.7,32.9,,,,,,,,
First,Andy Roddick,6-4 6-2 6-2,2006,m,Andy Roddick,Michael Lammer,USA,SUI,58,58,7,2,2,2,85,60,45,35,218,196,201,181,143,143,67,33,50,32,91,62,29,19,23,26,56,59,38.25,21,,,,,,,,
Final,Novak Djokovic,4-6 6-4 6-3 7-6(2),2008,m,Novak Djokovic,Jo-Wilfried Tsonga,SRB,FRA,56,71,11,15,2,2,78,71,63,48,209,218,192,189,147,147,33,40,36,29,136,122,46,44,35,41,79,52,49.14,34.08,,,,,,,,
semi,Novak Djokovic,7-5 6-3 7-6(5),2008,m,Novak Djokovic,Roger Federer,SRB,SUI,68,61,13,10,6,2,78,72,42,43,208,209,191,191,155,155,36,22,39,34,118,104,50,38,32,32,79,71,32.76,30.96,,,,,,,,
semi,Jo-Wilfried Tsonga,6-2 6-3 6-2,2008,m,Jo-Wilfried Tsonga,Rafael Nadal,FRA,ESP,64,69,17,2,1,1,86,56,56,50,221,195,190,175,147,147,71,0,46,25,89,57,49,13,27,12,75,47,48.16,28,,,,,,,,
quarter,Novak Djokovic,6-0 6-3 7-5,2008,m,Novak Djokovic,David Ferrer,SRB,ESP,62,56,7,4,3,4,76,57,51,43,210,190,189,179,149,149,43,11,49,33,107,77,34,23,32,33,83,52,38.76,24.51,,,,,,,,
quarter,Roger Federer,7-5 7-6(5) 6-4,2008,m,Roger Federer,James Blake,SUI,USA,68,58,13,8,0,5,75,70,58,43,207,213,190,190,153,153,50,100,41,30,115,97,46,38,24,33,71,60,43.5,30.1,,,,,,,,
quarter,Rafael Nadal,7-5 6-3 6-1,2008,m,Rafael Nadal,Jarkko Nieminen,ESP,FIN,60,69,5,2,5,2,78,63,49,36,201,208,183,176,126,126,67,13,45,34,102,81,36,25,23,28,78,53,38.22,22.68,,,,,,,,
Fourth,Roger Federer,6-4 7-6(7) 6-3,2008,m,Roger Federer,Tomas Berdych,SUI,CZE,63,55,11,7,1,4,75,75,74,49,205,215,189,200,160,160,43,33,36,26,105,85,45,32,17,27,50,53,55.5,36.75,,,,,,,,
Fourth,David Ferrer,7-5 3-6 6-4 6-1,2008,m,David Ferrer,Juan Carlos Ferrero,ESP,ESP,73,63,6,3,0,7,71,66,42,35,194,201,177,183,154,154,32,25,46,37,138,120,44,30,36,41,72,65,29.82,23.1,,,,,,,,
Fourth,Novak Djokovic,7-5 6-3 6-3,2008,m,Novak Djokovic,Lleyton Hewitt,SRB,AUS,60,52,13,6,6,4,73,60,45,42,208,206,190,188,158,158,58,43,49,38,108,86,42,26,36,41,75,70,32.85,25.2,,,,,,,,
Fourth,James Blake,6-3 6-4 6-4,2008,m,James Blake,Marin Cilic,USA,CRO,63,55,4,6,0,3,76,70,73,54,212,205,185,191,152,152,60,0,37,25,95,71,22,28,17,34,79,61,55.48,37.8,,,,,,,,
Fourth,Jarkko Nieminen,3-6 7-6(7) 7-6(9) 6-3,2008,m,Jarkko Nieminen,Philipp Kohlschreiber,FIN,GER,61,53,4,9,4,7,63,68,46,44,202,206,166,180,150,150,50,32,43,44,162,162,42,67,47,76,66,71,28.98,29.92,,,,,,,,
Fourth,Mikhail Youzhny,7-6(2) 6-3 6-1,2008,m,Mikhail Youzhny,Nikolay Davydenko,RUS,RUS,61,62,6,2,2,1,75,59,50,42,205,218,187,175,138,138,78,50,48,34,102,79,23,24,30,48,82,70,37.5,24.78,,,,,,,,
Fourth,Jo-Wilfried Tsonga,6-2 6-7(5) 7-6(6) 6-3,2008,m,Jo-Wilfried Tsonga,Richard Gasquet,FRA,FRA,64,61,18,5,2,4,83,70,52,49,218,205,188,183,147,147,42,13,38,28,154,131,75,49,43,40,70,58,43.16,34.3,,,,,,,,
Third,David Ferrer,6-3 6-3 6-2,2008,m,David Ferrer,Vince Spadea,ESP,USA,64,59,5,0,2,1,82,60,54,47,193,204,181,178,146,146,56,0,45,29,97,73,30,23,14,27,63,58,44.28,28.2,,,,,,,,
Third,Juan Carlos Ferrero,6-1 6-2 6-3,2008,m,Juan Carlos Ferrero,David Nalbandian,ESP,ARG,62,54,12,3,2,4,79,61,59,39,204,200,186,180,149,149,60,0,49,29,88,56,32,13,21,38,80,56,46.61,23.79,,,,,,,,
Third,Lleyton Hewitt,4-6 7-5 7-5 6-7(4) 6-3,2008,m,Lleyton Hewitt,Marcos Baghdatis,AUS,CYP,57,51,10,28,6,8,76,75,49,41,206,215,188,193,143,143,35,36,41,36,193,181,46,73,56,80,70,79,37.24,30.75,,,,,,,,
Third,James Blake,4-6 2-6 6-0 7-6(5) 6-2,2008,m,James Blake,Sebastien Grosjean,USA,FRA,56,59,10,4,3,2,66,65,54,46,218,208,191,193,144,144,57,30,43,40,159,145,45,53,44,49,50,53,35.64,29.9,,,,,,,,
Third,Novak Djokovic,6-3 6-1 6-3,2008,m,Novak Djokovic,Sam Querrey,SRB,USA,76,62,5,8,1,5,75,61,80,31,211,217,187,197,155,155,50,25,50,24,94,61,33,20,22,25,62,62,60,18.91,,,,,,,,
Third,Roger Federer,6-7(5) 7-6(1) 5-7 6-1 10-8,2008,m,Roger Federer,Janko Tipsarevic,SUI,SRB,64,52,39,14,1,6,89,71,54,57,209,213,190,196,150,150,24,100,36,24,202,173,96,52,64,47,75,55,48.06,40.47,,,,,,,,
Third,Marin Cilic,6-2 6-7(4) 6-3 6-1,2008,m,Marin Cilic,Fernando Gonzalez,CRO,CHI,56,64,14,2,5,7,73,61,65,40,216,215,199,174,150,150,50,25,47,31,135,100,60,19,46,31,83,63,47.45,24.4,,,,,,,,
Third,Tomas Berdych,3-6 6-3 7-6(5) 6-2,2008,m,Tomas Berdych,Juan Monaco,CZE,ARG,60,72,15,10,7,2,83,67,43,43,215,199,202,180,153,153,56,50,40,33,130,116,53,36,32,27,75,73,35.69,28.81,,,,,,,,
Third,Nikolay Davydenko,6-3 6-2 6-3,2008,m,Nikolay Davydenko,Marc Gicquel,RUS,FRA,65,65,2,7,1,0,66,61,58,30,209,211,171,196,148,148,54,33,49,37,103,81,24,29,28,52,75,61,38.28,18.3,,,,,,,,
Third,Jarkko Nieminen,3-6 7-6(4) 6-3 6-1,2008,m,Jarkko Nieminen,Mardy Fish,FIN,USA,73,58,10,13,4,3,76,78,47,44,207,219,178,194,158,158,31,8,36,32,136,122,36,56,24,60,81,74,35.72,34.32,,,,,,,,
Third,Rafael Nadal,7-5 6-2 6-3,2008,m,Rafael Nadal,Gilles Simon,ESP,FRA,60,61,7,5,1,0,75,63,62,43,203,204,181,181,142,142,35,17,45,30,109,86,27,38,22,48,82,70,46.5,27.09,,,,,,,,
Third,Richard Gasquet,6-3 6-2 4-6 6-4,2008,m,Richard Gasquet,Igor Andreev,FRA,RUS,65,69,10,2,2,0,73,61,69,67,210,205,186,178,155,155,38,100,37,29,110,94,45,25,38,31,71,52,50.37,40.87,,,,,,,,
Third,Jo-Wilfried Tsonga,6-3 6-4 6-2,2008,m,Jo-Wilfried Tsonga,Guillermo Garcia-Lopez,FRA,ESP,68,53,21,6,1,7,83,52,46,54,215,199,190,186,153,153,63,100,47,29,91,64,46,20,28,25,56,41,38.18,28.08,,,,,,,,
Third,Paul-Henri Mathieu,4-6 7-6(4) 2-6 7-5 8-6,2008,m,Paul-Henri Mathieu,Stefan Koubek,FRA,AUT,53,60,7,18,8,5,69,72,49,47,204,197,184,177,149,149,30,47,38,40,179,187,55,76,51,60,77,73,33.81,33.84,,,,,,,,
Third,Mikhail Youzhny,6-2 6-4 6-2,2008,m,Mikhail Youzhny,Ivo Karlovic,RUS,CRO,74,63,4,11,1,1,82,62,72,46,200,218,172,206,159,159,83,0,44,21,85,54,25,19,13,42,79,41,59.04,28.52,,,,,,,,
Second,Juan Carlos Ferrero,6-4 6-4 6-2,2008,m,Juan Carlos Ferrero,Alun Jones,ESP,AUS,64,56,7,3,1,2,77,68,55,50,200,198,178,176,152,152,63,11,40,31,91,74,31,22,32,41,85,58,42.35,34,,,,,,,,
Second,Sam Querrey,7-6(5) 4-6 6-4 6-2,2008,m,Sam Querrey,Dmitry Tursunov,USA,RUS,55,56,13,7,7,7,78,67,47,45,214,215,196,189,142,142,63,38,42,36,147,131,41,44,40,62,71,75,36.66,30.15,,,,,,,,
Second,Marcos Baghdatis,6-4 6-4 2-6 3-6 6-2,2008,m,Marcos Baghdatis,Marat Safin,CYP,RUS,60,56,4,12,4,0,74,68,53,55,213,219,195,204,164,164,29,57,38,34,144,139,38,39,53,57,61,62,39.22,37.4,,,,,,,,
Second,Janko Tipsarevic,7-5 7-6(3) 7-6(3),2008,m,Janko Tipsarevic,Fernando Verdasco,SRB,ESP,66,72,8,15,2,6,77,71,58,45,209,208,194,176,147,147,67,100,36,30,118,103,39,59,20,44,90,64,44.66,31.95,,,,,,,,
Second,James Blake,6-3 6-2 6-2,2008,m,James Blake,Michael Russell,USA,USA,59,69,9,2,3,2,83,48,61,55,209,206,188,180,147,147,60,100,50,26,86,54,34,13,20,24,87,54,50.63,26.4,,,,,,,,
Second,David Nalbandian,4-6 7-5 6-4 6-1,2008,m,David Nalbandian,Peter Luczak,ARG,AUS,59,62,19,15,5,3,84,74,57,47,200,203,184,187,156,156,57,33,36,27,125,107,53,47,32,44,71,50,47.88,34.78,,,,,,,,
Second,Tomas Berdych,6-2 6-1 6-3,2008,m,Tomas Berdych,Oscar Hernandez,CZE,ESP,58,66,9,1,4,2,89,62,56,33,210,190,194,173,150,150,55,0,48,25,83,53,34,10,33,19,64,86,49.84,20.46,,,,,,,,
Second,Fernando Gonzalez,4-6 6-3 6-2 6-4,2008,m,Fernando Gonzalez,Hyung-Taik Lee,CHI,KOR,60,61,15,5,4,4,63,63,56,44,214,201,171,182,155,155,41,33,44,40,126,115,59,41,38,35,56,63,35.28,27.72,,,,,,,,
Second,Lleyton Hewitt,7-6(5) 6-3 5-7 6-1,2008,m,Lleyton Hewitt,Denis Istomin,AUS,UZB,58,55,13,9,2,1,66,70,69,42,205,209,185,190,144,144,50,25,43,33,140,117,53,52,32,42,78,78,45.54,29.4,,,,,,,,
Second,Sebastien Grosjean,4-6 6-4 6-0 6-7(4) 6-4,2008,m,Sebastien Grosjean,Robin Haase,FRA,NED,64,56,7,5,2,3,75,71,63,51,204,202,177,179,137,137,64,60,38,30,145,125,46,50,40,57,62,67,47.25,36.21,,,,,,,,
Second,David Ferrer,6-3 6-4 ret.,2008,m,David Ferrer,Juan Martin Del Potro,ESP,ARG,74,79,1,0,1,2,69,53,43,41,185,201,170,161,129,129,38,67,49,38,73,61,15,22,21,43,80,58,29.67,21.73,,,,,,,,
Second,Roger Federer,6-1 6-2 6-0,2008,m,Roger Federer,Fabrice Santoro,SUI,FRA,69,65,7,2,1,0,76,44,79,38,203,194,184,174,134,134,50,0,58,23,87,43,53,11,18,4,81,50,60.04,16.72,,,,,,,,
Second,Novak Djokovic,6-1 6-2 6-2,2008,m,Novak Djokovic,Simone Bolelli,SRB,ITA,62,59,12,5,3,2,76,50,64,42,205,198,188,183,147,147,75,0,53,29,86,51,28,16,24,39,50,63,48.64,21,,,,,,,,
Second,Nikolay Davydenko,6-4 6-0 6-3,2008,m,Nikolay Davydenko,Nicolas Mahut,RUS,FRA,77,67,3,2,2,7,61,46,38,32,214,206,167,188,161,161,69,36,59,44,95,71,23,20,19,42,70,51,23.18,14.72,,,,,,,,
Second,Paul-Henri Mathieu,6-7(5) 6-0 6-4 6-4,2008,m,Paul-Henri Mathieu,Paul Capdeville,FRA,CHI,56,63,11,4,2,2,76,68,60,43,202,190,175,170,137,137,46,20,41,31,133,107,47,52,32,36,77,64,45.6,29.24,,,,,,,,
Second,Jo-Wilfried Tsonga,6-4 7-6(4) 6-2,2008,m,Jo-Wilfried Tsonga,Sam Warburg,FRA,USA,62,70,14,2,0,2,83,60,53,41,210,202,180,173,140,140,31,100,45,28,113,87,54,22,19,25,64,54,43.99,24.6,,,,,,,,
Second,Rafael Nadal,6-0 6-2 6-2,2008,m,Rafael Nadal,Florent Serra,ESP,FRA,72,71,9,0,1,2,77,49,42,17,211,196,185,181,143,143,64,67,60,33,83,47,39,16,16,26,67,43,32.34,8.33,,,,,,,,
